box_number,rotate_angle,arrow_position,arrow_direction,orientation_type,box_detect_confidence_top_cam,box_detect_confidence_side_cam,total_boxes,angle_type,data_write_time
2,64.0,,,,97.49%,,2,Acute,02:29:37.272886
1,96.0,Top,Down,Vertical-Down,98.68%,76.61%,2,Right,02:29:37.272886
2,65.0,,,,96.23%,,2,Acute,02:29:36.212106
1,91.0,Top,Down,Vertical-Down,99.08%,74.84%,2,Right,02:29:36.212106
2,65.0,,,,97.03%,,2,Acute,02:29:35.160519
1,87.0,Top,Down,Vertical-Down,98.80%,80.28%,2,Right,02:29:35.160519
2,68.0,,,,97.27%,,2,Acute,02:29:34.094201
1,90.0,Top,Down,Vertical-Down,99.04%,78.62%,2,Right,02:29:34.094201
2,70.0,,,,96.60%,,2,Acute,02:29:33.009786
1,,,,,99.12%,85.53%,2,,02:29:33.009786
2,70.0,,,,95.91%,,2,Acute,02:29:31.938258
1,98.0,Top,Down,Vertical-Down,98.91%,81.62%,2,Right,02:29:31.938258
2,70.0,,,,96.69%,,2,Acute,02:29:30.874110
1,94.0,,,,98.71%,73.95%,2,Right,02:29:30.874110
2,67.0,,,,94.55%,,2,Acute,02:29:29.794161
1,80.0,,,,98.69%,74.57%,2,Acute,02:29:29.794161
2,68.0,,,,98.00%,,2,Acute,02:29:28.762064
1,94.0,,,,98.95%,75.28%,2,Right,02:29:28.762064
2,67.0,,,,96.40%,,2,Acute,02:29:27.704171
1,84.0,Top,Down,Vertical-Down,99.01%,81.55%,2,Acute,02:29:27.704171
2,67.0,,,,95.94%,,2,Acute,02:29:26.610026
1,75.0,Top,Down,Vertical-Down,98.95%,86.19%,2,Acute,02:29:26.610026
2,69.0,,,,96.40%,,2,Acute,02:29:25.538262
1,95.0,Top,Down,Vertical-Down,99.13%,81.01%,2,Right,02:29:25.538262
2,65.0,,,,96.62%,,2,Acute,02:29:24.462936
1,85.0,,,,98.77%,87.53%,2,,02:29:24.462936
2,72.0,,,,95.31%,,2,Acute,02:29:23.395310
1,87.0,,,,98.73%,68.56%,2,Right,02:29:23.395310
2,64.0,,,,97.69%,,2,Acute,02:29:22.307691
1,96.0,Top,Down,Vertical-Down,98.94%,77.06%,2,Right,02:29:22.307691
2,67.0,,,,95.68%,,2,Acute,02:29:21.245926
1,93.0,Top,Down,Vertical-Down,98.85%,73.02%,2,Right,02:29:21.245926
2,75.0,,,,97.59%,,2,Acute,02:29:20.160649
1,92.0,Top,Down,Vertical-Down,99.20%,78.78%,2,Right,02:29:20.160649
2,63.0,,,,97.46%,,2,Acute,02:29:19.099728
1,89.0,,,,98.46%,71.02%,2,Right,02:29:19.099728
2,73.0,,,,96.83%,,2,Acute,02:29:18.040087
1,87.0,Side,Right,Horizontal-Right,98.63%,84.44%,2,Right,02:29:18.040087
2,66.0,,,,97.48%,,2,Acute,02:29:16.972582
1,91.0,Top,Down,Vertical-Down,99.05%,73.98%,2,Right,02:29:16.972582
2,66.0,,,,96.75%,,2,Acute,02:29:15.927904
1,91.0,,,,98.65%,82.40%,2,Right,02:29:15.927904
2,65.0,,,,98.03%,,2,Acute,02:29:14.850223
1,91.0,Top,Down,Vertical-Down,99.06%,85.35%,2,Right,02:29:14.850223
2,65.0,,,,97.35%,,2,Acute,02:29:13.800784
1,90.0,,,,98.90%,77.93%,2,Right,02:29:13.800784
2,69.0,,,,94.83%,,2,Acute,02:29:12.730120
1,93.0,,,,98.86%,77.08%,2,Right,02:29:12.730120
2,68.0,,,,95.51%,,2,Acute,02:29:11.665593
1,94.0,Top,Down,Vertical-Down,99.02%,72.78%,2,Right,02:29:11.665593
2,68.0,,,,96.66%,,2,Acute,02:29:10.594072
1,92.0,Side,Right,Horizontal-Right,98.72%,86.84%,2,Right,02:29:10.594072
2,67.0,,,,96.37%,,2,Acute,02:29:09.550153
1,89.0,Top,Down,Vertical-Down,99.14%,84.36%,2,Right,02:29:09.550153
2,64.0,,,,97.15%,,2,Acute,02:29:08.498119
1,96.0,Top,Down,Vertical-Down,99.07%,89.00%,2,Right,02:29:08.498119
2,64.0,,,,95.79%,,2,Acute,02:29:07.426312
1,90.0,Side,Left,Horizontal-Left,98.91%,70.48%,2,Right,02:29:07.426312
2,66.0,,,,96.18%,,2,Acute,02:29:06.351190
1,91.0,Top,Down,Vertical-Down,98.61%,76.13%,2,Right,02:29:06.351190
2,65.0,,,,96.58%,,2,Acute,02:29:05.282175
1,92.0,,,,99.14%,80.40%,2,Right,02:29:05.282175
2,67.0,,,,95.01%,,2,Acute,02:29:04.215584
1,92.0,Top,Down,Vertical-Down,98.95%,86.30%,2,Right,02:29:04.215584
2,64.0,,,,96.53%,,2,Acute,02:29:03.142135
1,92.0,Top,Down,Vertical-Down,98.88%,74.71%,2,Right,02:29:03.142135
2,70.0,,,,96.53%,,2,Acute,02:29:02.088546
1,92.0,Top,Down,Vertical-Down,98.86%,75.32%,2,Right,02:29:02.088546
2,64.0,,,,97.73%,,2,Acute,02:29:01.022117
1,93.0,Side,Right,Horizontal-Right,98.93%,85.08%,2,Right,02:29:01.022117
2,65.0,,,,95.92%,,2,Acute,02:28:59.913968
1,89.0,,,,99.09%,74.04%,2,Right,02:28:59.913968
2,68.0,,,,94.82%,,2,Acute,02:28:58.837354
1,95.0,Top,Down,Vertical-Down,98.88%,78.46%,2,Right,02:28:58.837354
2,66.0,,,,96.73%,,2,Acute,02:28:57.758276
1,93.0,Top,Down,Vertical-Down,99.26%,74.36%,2,Right,02:28:57.758276
2,62.0,,,,97.85%,,2,Acute,02:28:56.690130
1,89.0,Top,Down,Vertical-Down,98.98%,78.61%,2,Right,02:28:56.690130
2,66.0,,,,96.00%,,2,Acute,02:28:55.608446
1,,Top,Down,Vertical-Down,99.14%,73.06%,2,,02:28:55.608446
2,64.0,,,,96.76%,,2,Acute,02:28:54.520283
1,93.0,Top,Down,Vertical-Down,98.77%,77.85%,2,Right,02:28:54.520283
2,67.0,,,,96.03%,,2,Acute,02:28:53.464754
1,88.0,,,,99.03%,75.57%,2,Right,02:28:53.464754
2,64.0,,,,96.70%,,2,Acute,02:28:52.406042
1,,Top,Down,Vertical-Down,98.53%,76.08%,2,,02:28:52.406042
2,64.0,,,,97.07%,,2,Acute,02:28:51.331950
1,89.0,Top,Down,Vertical-Down,98.60%,79.30%,2,Right,02:28:51.331950
2,66.0,,,,98.27%,,2,Acute,02:28:50.277899
1,95.0,Top,Down,Vertical-Down,99.13%,88.25%,2,Right,02:28:50.277899
2,69.0,,,,97.07%,,2,Acute,02:28:49.240264
1,90.0,Top,Down,Vertical-Down,98.93%,80.15%,2,Right,02:28:49.240264
2,68.0,,,,96.84%,,2,Acute,02:28:48.164131
1,96.0,Top,Down,Vertical-Down,98.94%,71.17%,2,Right,02:28:48.164131
2,63.0,,,,96.64%,,2,Acute,02:28:47.101010
1,90.0,,,,98.78%,79.32%,2,Right,02:28:47.101010
2,65.0,,,,95.36%,,2,Acute,02:28:46.025635
1,95.0,,,,98.90%,87.86%,2,Right,02:28:46.025635
2,66.0,,,,95.91%,,2,Acute,02:28:44.960050
1,94.0,Side,Left,Horizontal-Left,99.02%,81.55%,2,Right,02:28:44.960050
2,64.0,,,,97.73%,,2,Acute,02:28:43.902112
1,,Top,Down,Vertical-Down,98.87%,76.37%,2,,02:28:43.902112
2,65.0,,,,97.90%,,2,Acute,02:28:42.830224
1,91.0,Top,Down,Vertical-Down,98.70%,71.00%,2,Right,02:28:42.830224
2,64.0,,,,97.27%,,2,Acute,02:28:41.762187
1,86.0,,,,99.15%,,2,Right,02:28:41.762187
2,70.0,,,,94.72%,,2,Acute,02:28:40.661121
1,91.0,Top,Down,Vertical-Down,98.78%,,2,Right,02:28:40.661121
2,69.0,,,,94.25%,,2,Acute,02:28:39.569319
1,87.0,Top,Down,Vertical-Down,99.03%,,2,Right,02:28:39.569319
2,66.0,,,,94.37%,,2,Acute,02:28:38.511867
1,93.0,Top,Down,Vertical-Down,98.88%,,2,Right,02:28:38.511867
1,72.0,,,,99.45%,71.40%,1,Acute,02:28:37.454904
1,58.0,,,,98.64%,72.84%,1,Acute,02:28:36.406147
1,62.0,,,,99.52%,71.33%,1,Acute,02:28:35.378703
1,58.0,,,,99.50%,63.87%,1,Acute,02:28:34.333313
1,60.0,,,,98.88%,58.87%,1,Acute,02:28:33.291592
1,67.0,Side,Left,Horizontal-Left,99.60%,83.50%,1,Acute,02:28:32.253835
1,58.0,,,,99.59%,75.13%,1,Acute,02:28:31.218198
1,65.0,,,,99.14%,55.28%,1,Acute,02:28:30.164597
1,57.0,,,,99.16%,,1,Acute,02:28:29.123331
1,60.0,,,,99.63%,50.32%,1,Acute,02:28:28.082408
1,58.0,,,,99.09%,75.08%,1,Acute,02:28:27.056340
1,60.0,,,,99.48%,,1,Acute,02:28:26.032552
1,58.0,,,,99.06%,50.50%,1,Acute,02:28:24.990576
1,58.0,,,,99.27%,,1,Acute,02:28:23.955477
1,61.0,,,,99.54%,84.99%,1,Acute,02:28:22.914100
1,64.0,,,,99.14%,65.52%,1,Acute,02:28:21.869071
1,60.0,,,,98.49%,65.06%,1,Acute,02:28:20.839327
1,64.0,,,,99.25%,,1,Acute,02:28:19.810435
1,66.0,,,,98.60%,59.63%,1,Acute,02:28:18.776772
1,61.0,,,,99.59%,57.77%,1,Acute,02:28:17.756574
1,73.0,,,,99.53%,83.88%,1,Acute,02:28:16.734081
1,58.0,,,,99.46%,,1,Acute,02:28:15.357723
